symbol,date,entry_time_et,entry_price,stop_loss,target,shares,exit_time_et,exit_price,exit_reason,pnl,pnl_pct,bars_held,risk_per_share,reward_per_share,risk_reward_ratio,total_risk,pole_gain_pct,retracement_pct,pullback_candles,avg_pole_volume,avg_flag_volume,pole_height,flag_low,flag_high,entry_bar_open,entry_bar_high,entry_bar_low,entry_bar_close,entry_bar_volume,day_open,day_high,day_low,day_close,day_volume,intraday_move_pct,avg_volume_daily,relative_volume,sector,float_shares,entry_minutes_from_open,patterns_detected_that_day,qf_vwap_dist_pct,qf_gap_pct,qf_gap_fading,qf_spy_return_pct,qf_pole_bars,qf_pole_gain_pct,qf_fill_vwap_dist_pct,conviction_mult,macd_zone_mult,conv_pole_gain,conv_flag_tightness,conv_vol_ratio,conv_spy_regime,conv_retracement,conv_raw_score,spy_3d_range,conv_vwap_dist,conv_gap_fading,intraday_change_at_entry
PHGE,2025-12-08,08:58:00,3.20,3.09,3.34,22500,09:01:00,3.08,stop,-2591.32,-3.60,4,0.1059,0.1472,2.50,2382.75,8.19,29.17,2,1007,268,0.2400,3.10,3.15,3.18,3.18,3.18,3.18,600,3.10,3.97,2.92,3.26,804495,35.90,681064,1.18,Healthcare,1121250,28,1,6.77,-44.68,False,-0.03,2,8.19,8.29,1.80,1.80,0.30,0.30,0.30,-0.50,0.20,1.800,0.639,0.20,0.00,92.73
SKIL,2025-12-11,10:21:00,5.51,5.27,6.06,6536,10:22:00,5.50,post_fill_exit,-108.09,-0.30,1,0.2468,0.5485,2.50,1613.28,12.80,29.27,3,16306,14616,0.6150,5.24,5.49,,,,,,5.33,6.29,4.65,6.05,731529,35.27,145268,5.04,,4533671,111,1,8.79,-17.77,False,-0.07,2,12.80,,1.90,1.80,0.00,0.00,0.00,-0.50,0.20,1.900,0.759,0.20,0.00,40.22
ARBB,2025-12-15,10:31:00,6.28,5.99,6.75,2166,10:37:00,6.62,trail_stop,733.37,5.39,8,0.2902,0.4720,2.50,628.68,7.02,24.73,3,3662,2121,0.3999,6.00,6.18,6.25,6.50,6.24,6.24,7585,8.29,10.67,5.14,6.95,2472674,107.59,48197,51.30,,746827,121,2,-26.20,13.26,False,-0.08,3,7.02,-24.86,1.80,1.80,0.30,0.00,0.30,0.00,0.20,1.800,1.197,0.00,0.00,112.06
CV,2025-12-15,09:42:00,13.36,12.69,14.48,8461,09:51:00,12.65,stop,-5960.94,-5.27,9,0.6664,1.1250,2.50,5638.83,13.68,37.50,5,5173,733,1.6000,12.70,13.14,13.29,13.38,13.29,13.38,1460,12.02,14.28,11.70,13.78,228137,22.05,338495,0.67,,31563536,72,2,3.61,-6.46,False,-0.08,2,13.68,4.93,1.80,1.00,0.00,0.30,0.30,0.00,0.00,1.800,1.197,0.20,0.00,22.81
TGL,2025-12-17,10:15:00,7.10,6.79,7.80,22500,10:22:00,7.30,trail_stop,4525.69,2.83,10,0.3132,0.6947,2.50,7047.89,9.20,45.35,2,8848,5153,0.5954,6.80,7.07,6.97,7.22,6.97,7.02,8735,6.26,8.78,5.70,6.09,3057312,54.04,3011451,1.02,,1326889,105,1,11.51,1.79,False,-0.05,2,9.20,10.63,1.50,1.80,0.00,0.00,0.30,0.00,0.00,1.500,1.097,0.20,0.00,24.04
BENF,2025-12-19,10:02:00,6.16,6.01,6.46,22500,10:05:00,5.99,stop,-3795.30,-2.74,3,0.1506,0.3000,2.50,3389.62,4.61,40.72,2,1930,1514,0.2699,6.02,6.13,6.08,6.13,6.02,6.03,2667,5.06,7.38,5.06,6.85,1017378,45.81,981439,1.04,,2615240,92,1,9.38,-1.36,False,0.09,2,4.61,9.47,1.50,1.80,0.30,0.00,0.00,0.00,0.00,1.500,1.049,0.20,0.00,21.15
DJTU,2025-12-19,10:40:00,6.22,6.03,6.62,22500,11:07:00,6.47,trail_stop,5594.24,4.00,31,0.1909,0.4000,2.50,4296.37,6.14,2.86,3,53082,35189,0.3500,6.04,6.19,6.17,6.22,6.11,6.15,49005,5.50,6.68,5.16,5.99,8450889,29.45,1128396,7.49,,2485520,130,1,11.26,6.59,False,0.09,3,6.14,11.27,1.70,1.80,0.30,0.00,0.00,0.00,0.20,1.700,1.049,0.20,0.00,22.33
AIRI,2025-12-24,10:21:00,3.28,3.21,3.40,2806,10:59:00,3.20,stop,-213.06,-2.32,39,0.0663,0.1250,2.50,186.04,5.02,43.23,2,14168,7868,0.1573,3.22,3.26,3.25,3.26,3.24,3.26,8369,3.81,3.95,3.10,3.35,2883550,27.42,112293,25.68,,3219323,111,1,-8.66,13.47,False,0.01,3,5.02,-8.14,1.40,1.00,0.30,0.30,0.30,-0.50,0.00,1.400,0.672,0.00,0.00,33.87
STI,2026-01-02,09:51:00,7.96,7.64,8.58,1596,09:52:00,7.94,post_fill_exit,-38.13,-0.30,1,0.3209,0.6157,2.50,512.20,6.76,24.64,4,2580,430,0.4923,7.65,7.89,,,,,,7.41,10.90,7.28,8.00,1532283,49.73,63890,23.98,,2466690,81,2,4.25,4.51,False,0.04,3,6.76,,1.50,1.00,0.30,0.00,0.30,-0.50,0.20,1.500,0.524,0.20,0.00,15.69
VELO,2026-01-06,09:49:00,17.10,16.64,17.85,25000,09:50:00,17.04,post_fill_exit,-1282.13,-0.30,1,0.4551,0.7500,2.50,11376.25,7.64,20.85,4,12104,6088,1.1990,16.65,16.94,,,,,,15.70,19.80,15.00,18.96,1910317,32.00,1889690,1.01,,7669469,79,1,4.90,2.81,False,0.06,2,7.64,,1.80,2.00,0.30,0.30,0.30,-0.50,0.20,1.800,0.770,0.20,0.00,16.20
EMAT,2026-01-07,10:16:00,21.40,20.44,23.52,5577,10:17:00,20.38,stop,-5684.84,-4.76,5,0.9580,2.1289,2.50,5342.89,8.99,0.00,4,3328,2423,1.6500,20.00,21.29,20.75,21.40,20.25,21.00,4667,16.10,24.09,16.10,19.00,800522,49.60,736330,1.09,,187460,106,3,12.13,-24.85,False,-0.04,3,8.99,12.30,1.90,1.00,0.30,-0.30,0.00,-0.50,0.20,1.900,0.714,0.20,0.00,66.64
PLUL,2026-01-22,10:11:00,17.98,17.17,19.77,633,10:30:00,17.12,stop,-542.21,-4.76,7,0.8050,1.7890,2.50,509.60,8.74,27.66,4,2577,1022,1.4101,17.16,17.89,17.88,18.11,17.75,18.00,4840,14.58,19.13,14.58,18.77,56545,31.21,14131,4.00,,41725,101,2,4.22,3.17,False,-0.00,3,8.74,3.64,1.70,1.80,0.30,-0.30,0.30,0.00,0.20,1.700,1.126,0.20,0.00,26.59
CVRX,2026-01-23,09:37:00,7.47,7.13,8.21,14947,15:00:00,7.25,eod,-3245.74,-2.91,223,0.3343,0.7430,2.50,4997.53,10.45,20.00,3,35931,15932,0.6750,7.00,7.43,7.01,7.44,7.01,7.44,6499,6.55,7.84,6.46,7.31,976161,21.36,298969,3.27,,18201580,67,1,6.54,2.13,False,0.01,2,10.45,6.88,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,1.129,0.20,0.00,15.02
CORD,2026-01-26,09:50:00,14.87,14.24,16.27,16068,11:33:00,16.78,exhaust+trail_stop,30806.38,12.89,105,0.6340,1.4000,2.50,10187.11,6.37,50.00,3,26400,18348,0.8800,14.25,14.80,14.60,14.92,14.60,14.62,29554,16.60,18.27,13.68,18.17,4114936,33.55,1046460,3.93,,6693210,80,2,0.85,-19.10,False,-0.04,2,6.37,1.35,2.00,1.80,0.30,-0.30,0.00,0.00,0.00,2.000,0.910,0.00,0.00,53.65
PHGE,2026-01-28,10:32:00,5.66,5.58,5.81,12500,10:35:00,5.56,stop,-1298.79,-1.83,5,0.0872,0.1475,2.50,1089.69,4.89,-6.16,3,4387,2120,0.2598,5.59,5.63,5.59,5.70,5.59,5.65,4785,6.54,6.79,5.25,6.58,1101121,29.33,2810247,0.39,Healthcare,1121250,122,2,-7.98,-5.18,False,0.06,2,4.89,-7.45,1.60,1.00,0.30,0.30,0.30,-0.50,0.20,1.600,0.530,0.00,0.00,27.87
CRMX,2026-01-30,09:37:00,20.87,19.83,22.94,8167,09:46:00,19.77,stop,-8981.66,-5.27,11,1.0402,2.0660,2.50,8495.72,14.88,47.76,3,12824,6493,2.6800,19.41,20.66,20.77,20.77,20.41,20.41,5458,18.01,20.77,15.56,15.89,820917,33.48,589570,1.39,,487740,67,2,1.76,-2.91,False,0.15,2,14.88,2.76,1.50,1.80,0.00,0.00,0.30,0.00,0.00,1.500,0.925,0.20,0.00,29.80
PDYN,2026-02-03,10:33:00,8.24,8.04,8.52,12500,10:34:00,8.02,stop,-2815.26,-2.73,3,0.2011,0.2747,2.50,2513.76,4.22,30.30,4,125985,47990,0.3300,8.05,8.15,8.20,8.22,8.11,8.13,44220,7.60,8.46,7.20,7.90,11759509,17.50,6459825,1.82,,34234634,123,3,5.69,11.44,False,0.06,2,4.22,6.80,1.80,1.00,0.00,0.00,0.30,0.30,0.00,1.800,304.263,0.20,0.00,20.23
PMN,2026-02-03,09:59:00,15.82,15.29,16.94,19122,11:34:00,16.82,trail_stop,19159.98,6.33,83,0.5287,1.1250,2.50,10109.80,8.01,40.17,3,4654,1007,1.1699,15.30,15.74,15.69,16.00,15.65,15.82,3260,14.15,17.40,14.01,15.90,238542,24.20,424992,0.56,,4604014,89,1,3.31,-5.27,False,0.06,2,8.01,2.84,2.10,1.80,0.30,0.00,0.30,0.30,0.00,2.100,304.263,0.20,0.00,21.68
PAVM,2026-02-04,09:41:00,11.36,10.85,12.49,7742,10:14:00,10.82,stop,-4188.76,-4.76,32,0.5085,1.1300,2.50,3936.81,3.90,17.50,4,7523,6634,0.4000,10.58,11.30,11.30,11.59,11.16,11.31,12756,10.26,11.80,9.57,10.26,577883,23.25,2984374,0.19,,2752672,71,1,5.03,10.76,False,-0.07,2,3.90,4.97,1.40,1.00,0.00,-0.30,0.00,0.30,0.20,1.400,304.297,0.20,0.00,25.38
MLEC,2026-02-05,10:39:00,5.80,5.70,5.98,25000,10:45:00,5.68,stop,-3024.37,-2.08,6,0.1039,0.1750,2.50,2596.87,6.23,-24.24,2,650,282,0.3300,5.71,5.77,5.78,5.78,5.78,5.78,200,5.29,5.89,5.12,5.75,44441,15.04,921761,0.05,,2752535,129,1,5.85,-1.12,False,-0.14,2,6.23,6.22,2.60,2.00,0.30,0.30,0.30,0.30,0.20,2.600,304.427,0.20,0.00,15.27
EAF,2026-02-09,10:20:00,7.44,7.28,7.76,8872,10:22:00,7.26,stop,-1649.08,-2.50,6,0.1640,0.3125,2.50,1455.32,4.68,27.27,2,15959,4494,0.3300,7.29,7.41,7.41,7.41,7.41,7.41,771,8.32,8.99,6.71,8.92,1662183,33.98,354919,4.68,,18028892,110,4,3.23,1.90,False,-0.10,2,4.68,3.72,2.30,1.00,0.30,0.00,0.30,0.30,0.20,2.300,1.425,0.20,0.00,28.17
NBIG,2026-02-09,09:42:00,6.55,6.28,7.14,25000,15:45:00,7.08,force_close,13060.00,7.97,224,0.2726,0.5875,2.50,6815.00,5.33,9.38,3,12137,9954,0.3200,6.29,6.51,6.52,6.56,6.52,6.56,38350,5.80,7.11,5.73,7.01,782248,24.14,813931,0.96,,11025850,72,1,4.30,-4.45,False,-0.10,3,5.33,3.45,1.70,2.00,0.30,-0.30,0.00,0.30,0.20,1.700,1.425,0.20,0.00,19.41
SIF,2026-02-11,09:40:00,7.92,7.58,8.66,251,10:27:00,8.56,trail_stop,160.35,8.07,43,0.3360,0.7415,2.50,84.34,11.03,39.05,2,6816,1168,0.7849,7.59,7.88,7.88,7.88,7.75,7.75,2585,7.00,9.50,6.52,8.85,621536,45.70,10068,61.73,,4681856,70,1,9.39,4.45,False,0.08,2,11.03,9.59,1.50,1.00,0.00,0.00,0.30,0.00,0.00,1.500,1.161,0.20,0.00,21.16
VREX,2026-02-11,09:53:00,13.83,13.41,14.35,17732,10:12:00,13.37,stop,-8137.74,-3.32,20,0.4187,0.5250,2.50,7424.38,5.02,27.69,5,10211,6803,0.6500,13.42,13.62,13.76,13.76,13.76,13.76,390,12.69,13.81,12.00,13.61,1336294,15.08,354692,3.77,,41200270,83,6,3.38,-10.32,False,0.08,2,5.02,4.95,1.70,2.00,0.30,0.00,0.00,0.00,0.20,1.700,1.161,0.20,0.00,17.92
KPTI,2026-02-12,09:46:00,7.81,7.51,8.46,18683,10:08:00,8.47,trail_stop,12271.49,8.41,27,0.2988,0.6500,2.50,5583.41,6.48,42.55,4,12497,5441,0.4700,7.52,7.77,7.72,7.95,7.72,7.95,12220,6.72,9.94,6.72,8.94,2752822,47.92,415232,6.63,,15083511,76,1,6.70,-11.80,False,0.00,2,6.48,5.67,2.50,1.80,0.30,-0.30,0.30,0.00,0.00,2.500,0.985,0.20,0.00,24.09
RCAX,2026-02-23,09:54:00,16.08,15.17,17.66,3100,10:05:00,15.12,stop,-2968.26,-5.95,8,0.9120,1.5800,2.50,2827.20,4.82,42.03,5,1542,877,0.6900,14.71,15.80,16.00,16.00,16.00,16.00,250,14.00,16.51,13.77,16.08,85780,19.90,62049,1.38,,1733000,84,1,5.69,-8.45,False,0.19,2,4.82,7.45,1.50,2.00,0.30,-0.30,0.30,0.00,0.00,1.500,0.942,0.20,0.00,15.32
ADVB,2026-02-24,10:42:00,4.88,4.72,5.23,22938,10:48:00,4.71,stop,-4093.52,-3.65,17,0.1643,0.3500,2.50,3768.71,9.75,25.58,3,8699,3256,0.4300,4.73,4.86,4.85,4.95,4.85,4.87,5404,4.19,5.69,3.61,3.72,661643,57.61,424841,1.56,,368843,132,2,7.11,-0.49,False,-0.02,3,9.75,6.32,2.70,1.80,0.00,0.00,0.30,0.00,0.20,2.700,1.106,0.20,0.00,21.50
CLSX,2026-02-24,10:17:00,14.10,13.80,14.45,15000,10:18:00,13.76,stop,-5123.25,-2.42,3,0.3001,0.3500,2.50,4502.25,3.53,-6.38,5,3643,2352,0.4700,13.81,13.94,14.03,14.05,13.95,13.95,1403,11.57,14.06,11.57,13.53,365390,21.52,753376,0.49,,1981190,107,4,5.94,-5.70,False,-0.02,2,3.53,7.09,1.70,1.00,0.00,0.30,0.00,0.00,0.20,1.700,1.106,0.20,0.00,22.16
EOSU,2026-02-24,10:20:00,8.74,8.51,8.97,11595,10:38:00,8.95,trail_stop,2377.83,2.35,15,0.2335,0.2265,2.50,2707.43,4.42,16.53,3,1287,433,0.3630,8.52,8.60,8.70,8.80,8.69,8.80,1186,8.06,9.95,7.44,9.90,148726,33.74,193265,0.77,,5365220,110,2,7.59,-1.47,False,-0.02,2,4.42,8.91,2.00,2.00,0.00,0.30,0.30,0.00,0.20,2.000,1.106,0.20,0.00,15.60
RRGB,2026-02-26,09:47:00,4.74,4.60,5.04,5132,10:50:00,4.83,trail_stop,452.95,1.86,66,0.1436,0.3000,2.50,736.96,5.86,34.62,2,59387,40366,0.2600,4.61,4.72,4.67,4.78,4.67,4.76,54042,4.24,5.11,4.15,4.83,3898992,23.13,205344,18.99,,13977531,77,1,5.39,16.80,False,-0.14,2,5.86,5.39,1.50,1.00,0.30,0.00,0.00,0.00,0.00,1.500,1.054,0.20,0.00,28.10
STRZ,2026-02-27,09:42:00,11.07,10.57,12.17,5592,12:14:00,11.38,trail_stop,1732.97,2.80,116,0.4957,1.1015,2.50,2771.84,15.88,48.34,4,3919,2152,1.5100,10.29,11.02,10.84,11.13,10.84,11.08,3835,9.58,11.91,9.51,11.00,919135,25.24,111858,8.22,,11935655,72,3,5.86,0.00,False,0.05,3,15.88,5.52,1.50,2.00,0.00,0.00,0.30,0.00,0.00,1.500,1.018,0.20,0.00,15.88
TTEC,2026-02-27,10:33:00,2.60,2.53,2.75,10461,12:42:00,2.52,stop,-841.48,-3.09,113,0.0728,0.1497,2.50,762.08,5.45,36.52,3,16043,4513,0.1339,2.54,2.59,2.56,2.60,2.56,2.59,4207,2.46,2.91,2.31,2.50,2353749,25.92,418468,5.62,,19945871,123,1,-2.98,11.31,False,0.05,3,5.45,-2.49,1.60,1.00,0.30,0.00,0.30,0.00,0.00,1.600,1.018,0.00,0.00,30.54
BUUU,2026-03-02,10:17:00,15.07,14.50,16.32,2190,10:25:00,14.46,stop,-1354.51,-4.10,4,0.5750,1.2500,2.50,1259.25,7.45,47.12,4,1958,343,1.0400,14.51,15.00,15.00,15.00,15.00,15.00,540,14.01,15.79,13.65,15.01,47037,15.68,73034,0.64,,3135067,107,1,2.30,-7.89,False,0.07,3,7.45,2.75,1.80,1.00,0.30,0.00,0.30,0.00,0.00,1.800,0.864,0.20,0.00,15.68
CLSX,2026-03-02,10:10:00,13.52,13.05,14.10,30000,12:34:00,13.84,trail_stop,9715.55,2.40,99,0.4672,0.5875,2.50,14017.50,3.18,-17.50,2,3260,279,0.4000,13.06,13.29,13.45,13.45,13.45,13.45,1540,11.60,14.35,11.40,13.86,623940,25.88,604558,1.03,,1981190,100,1,10.35,-7.05,False,0.07,3,3.18,12.16,1.40,2.00,0.00,-0.30,0.30,0.00,0.20,1.400,0.864,0.20,0.00,17.46
CRMX,2026-03-02,09:45:00,8.08,7.78,8.73,30000,09:56:00,7.76,stop,-9706.20,-4.00,16,0.3002,0.6500,2.50,9006.00,7.38,38.18,2,7727,6342,0.5500,7.79,8.04,7.99,8.14,7.99,8.05,7136,7.02,9.10,6.82,8.59,513181,33.43,629218,0.82,,487740,75,1,4.35,-8.36,False,0.07,3,7.38,4.13,1.50,2.00,0.30,0.00,0.00,0.00,0.00,1.500,0.864,0.20,0.00,17.89
JFB,2026-03-02,10:07:00,17.72,16.99,19.34,12108,10:27:00,18.28,trail_stop,6762.80,3.15,22,0.7332,1.6125,2.50,8877.28,4.62,0.00,2,1834,896,0.7500,17.00,17.64,17.24,17.99,17.24,17.75,7217,14.93,19.80,14.93,18.88,338714,32.62,201843,1.68,,4708356,97,1,12.43,2.11,False,0.07,3,4.62,11.44,1.70,2.00,0.30,-0.30,0.30,0.00,0.20,1.700,0.864,0.20,0.00,18.12
QURE,2026-03-02,10:22:00,10.04,9.85,10.39,27000,10:23:00,9.82,stop,-5923.81,-2.19,3,0.1898,0.3498,2.50,5125.95,3.11,29.97,2,37817,19476,0.3000,9.86,9.99,9.99,10.10,9.95,10.10,29585,9.19,11.09,8.96,10.50,16841636,23.77,2961122,5.69,,49294434,112,1,4.44,-41.20,False,0.07,2,3.11,4.93,1.70,1.80,0.00,0.00,0.30,0.00,0.20,1.700,0.864,0.20,0.00,142.05
RDWU,2026-03-02,09:40:00,12.38,12.18,12.73,12678,09:49:00,13.46,trail_stop,13647.94,8.69,12,0.2015,0.3498,2.50,2554.61,5.37,-37.70,2,4793,2718,0.6100,12.19,12.32,12.27,12.45,12.27,12.45,2550,10.41,13.70,10.41,11.73,271071,31.60,234819,1.15,,366075,70,1,5.32,-2.71,False,0.07,2,5.37,5.27,2.30,1.80,0.30,0.30,0.30,0.00,0.20,2.300,0.864,0.20,0.00,25.71
RFIL,2026-03-02,09:46:00,12.56,12.14,13.46,9288,15:00:00,12.88,eod,2995.38,2.57,202,0.4225,0.9000,2.50,3924.18,5.18,39.34,3,15659,2003,0.6100,12.15,12.50,12.50,12.57,12.50,12.55,5318,11.31,13.05,11.03,12.95,669610,18.31,154818,4.33,,8601452,76,3,7.04,-0.18,False,0.07,2,5.18,7.33,1.50,2.00,0.30,-0.30,0.30,0.00,0.00,1.500,0.864,0.20,0.00,16.71
ATRA,2026-03-03,10:38:00,5.34,5.20,5.61,4083,10:49:00,5.40,trail_stop,248.08,1.14,12,0.1364,0.2747,2.50,557.13,5.77,37.90,3,2706,1203,0.2900,5.21,5.31,5.30,5.33,5.29,5.33,2430,4.88,5.65,4.82,5.42,388021,17.22,136114,2.85,,5333357,128,2,5.84,-2.24,False,0.17,2,5.77,6.06,2.10,1.00,0.30,0.00,0.30,0.30,0.00,2.100,1.212,0.20,0.00,27.27
MXC,2026-03-03,10:31:00,15.37,14.89,16.15,433,10:47:00,15.95,trail_stop,250.73,3.77,17,0.4815,0.7750,2.50,208.48,3.08,31.11,4,2682,840,0.4500,14.90,15.20,15.29,15.31,15.12,15.31,2604,13.49,16.48,12.31,12.81,266464,33.90,14461,18.43,,844139,121,3,5.02,5.04,False,0.17,2,3.08,6.06,1.50,1.00,0.00,-0.30,0.30,0.30,0.00,1.500,1.212,0.20,0.00,20.43
RCAX,2026-03-03,09:41:00,23.40,22.25,25.72,5164,09:44:00,22.19,stop,-6267.94,-5.19,5,1.1470,2.3180,2.50,5923.20,7.13,34.13,4,17778,7719,1.4650,21.50,23.18,23.28,23.64,22.80,22.80,7818,19.90,23.82,18.34,20.39,776869,29.87,95686,8.12,,1733000,71,1,6.57,13.99,False,0.17,2,7.13,7.17,1.80,1.80,0.30,-0.30,0.30,0.30,0.00,1.800,1.212,0.20,0.00,35.09
MRAL,2026-03-04,10:34:00,3.93,3.84,4.08,15000,11:02:00,4.06,trail_stop,1915.37,3.25,30,0.0895,0.1500,2.50,1343.25,3.45,38.46,3,15510,6771,0.1300,3.85,3.90,3.91,3.95,3.91,3.95,5980,3.81,4.16,3.62,3.95,2681624,14.89,1566068,1.71,,7770110,124,2,1.76,9.51,False,0.17,3,3.45,2.51,1.60,1.00,0.00,0.00,0.30,0.30,0.00,1.600,1.421,0.00,0.00,20.06
PDYN,2026-03-05,09:39:00,8.98,8.59,9.86,26235,10:45:00,9.41,trail_stop,11084.15,4.70,68,0.3946,0.8748,2.50,10352.32,7.23,25.42,4,281097,237241,0.5900,8.60,8.94,8.86,9.05,8.84,9.03,277398,8.49,10.00,8.16,9.96,41371883,22.55,1852378,22.33,,34234634,69,1,3.76,14.13,False,0.06,2,7.23,3.86,1.70,1.80,0.30,-0.30,0.00,0.30,0.20,1.700,1.532,0.20,0.00,48.51
MVLL,2026-03-06,09:48:00,21.48,20.77,22.99,14206,14:59:00,23.26,exhaust+trail_stop,27975.98,9.17,305,0.7119,1.5125,2.50,10112.90,8.87,40.00,5,72137,19298,1.7500,20.78,21.38,21.33,21.57,21.30,21.51,49188,19.90,23.69,19.48,22.03,2490388,21.60,263123,9.46,,1142200,78,2,2.89,22.77,False,-0.08,2,8.87,2.80,2.10,1.80,0.30,0.00,0.30,0.30,0.00,2.100,1.500,0.20,0.00,30.71
QCLS,2026-03-06,10:20:00,3.97,3.79,4.36,9840,10:55:00,4.57,exhaust+trail_stop,6337.36,16.22,37,0.1777,0.3950,2.50,1749.06,7.50,48.15,3,47071,44803,0.2700,3.74,3.95,3.93,3.99,3.88,3.88,38467,3.42,4.97,3.41,4.50,10945709,45.76,328015,33.37,,7425496,110,1,4.82,-2.59,False,-0.08,2,7.50,5.24,2.50,1.00,0.30,-0.30,0.00,0.30,0.00,2.500,1.500,0.20,0.00,20.87
IMMX,2026-03-09,09:40:00,10.43,10.14,11.01,30000,09:42:00,10.11,stop,-9518.85,-3.04,4,0.2869,0.5875,2.50,8606.25,8.36,43.21,3,15870,4899,0.8100,10.15,10.38,10.30,10.39,10.30,10.39,1887,9.15,10.50,9.15,10.13,1002334,14.75,750689,1.34,,36452851,10,2,4.91,-1.51,False,0.16,3,8.36,5.37,2.10,2.00,0.30,0.30,0.30,0.00,0.00,2.100,1.172,0.20,0.00,19.18
OPTX,2026-03-09,09:42:00,6.64,6.41,7.16,27000,09:47:00,6.86,trail_stop,5892.86,3.29,7,0.2380,0.5125,2.50,6427.35,8.16,43.00,2,14954,5491,0.5000,6.42,6.61,6.61,6.88,6.60,6.76,29837,6.64,7.29,6.13,7.14,2785017,18.92,627640,4.44,,6055945,12,1,2.89,5.95,False,0.16,2,8.16,2.79,1.80,1.80,0.30,0.00,0.30,0.00,0.00,1.800,1.172,0.20,0.00,46.64
LFMD,2026-03-10,09:46:00,3.77,3.66,3.99,15000,10:03:00,3.94,trail_stop,2559.69,4.53,20,0.1087,0.2250,2.50,1631.25,7.37,46.15,2,52998,37675,0.2600,3.67,3.75,3.74,3.80,3.72,3.79,106065,3.50,4.06,3.46,3.91,6119160,17.51,936202,6.54,,39758803,16,1,2.44,12.18,False,0.11,2,7.37,2.57,1.80,1.00,0.30,0.00,0.00,0.30,0.00,1.800,1.688,0.20,0.00,20.15
NIOG,2026-03-10,10:04:00,17.38,16.73,18.78,874,15:52:00,18.65,force_close,1113.08,7.33,70,0.6477,1.4032,2.50,566.13,7.74,20.60,5,10614,1024,1.2200,16.74,17.29,17.29,17.29,17.29,17.29,125,16.11,18.75,15.30,18.66,171592,22.55,16219,10.58,,359605,34,3,4.48,10.77,False,0.11,3,7.74,4.55,2.30,1.80,0.30,0.00,0.30,0.30,0.20,2.300,1.688,0.20,0.00,21.50
PIII,2026-03-10,10:44:00,3.37,3.22,3.71,1002,10:45:00,3.21,stop,-160.96,-4.76,6,0.1510,0.3355,2.50,151.28,6.14,8.11,3,5309,3927,0.1850,3.19,3.35,3.30,3.46,3.30,3.38,3794,2.94,4.14,2.92,3.64,891286,41.78,33402,26.68,,1406662,74,4,2.40,1.91,False,0.11,2,6.14,2.84,1.70,1.00,0.30,-0.30,0.00,0.30,0.20,1.700,1.688,0.20,0.00,28.07
TENX,2026-03-10,09:38:00,13.89,13.27,15.27,11223,09:39:00,13.23,stop,-7426.28,-4.76,4,0.6219,1.3820,2.50,6979.58,14.75,43.22,2,40435,35216,1.7700,13.01,13.82,13.53,13.82,13.45,13.58,79972,12.00,14.60,12.00,14.51,2131369,21.67,207852,10.25,,17165511,8,1,6.28,8.98,False,0.11,3,14.75,5.30,1.50,1.80,0.00,0.00,0.00,0.30,0.00,1.500,1.688,0.20,0.00,22.64
UMAC,2026-03-10,09:46:00,19.40,18.84,20.55,23478,09:53:00,18.78,stop,-14392.48,-3.16,10,0.5565,1.1500,2.50,13065.51,6.44,41.88,2,114388,109962,1.1699,18.85,19.30,19.04,19.47,18.97,19.44,110692,17.32,19.93,16.84,18.50,7758139,18.34,2921424,2.66,,36187062,16,1,4.73,0.23,False,0.11,2,6.44,4.64,1.80,2.00,0.30,0.00,0.00,0.30,0.00,1.800,1.688,0.20,0.00,16.51
XGN,2026-03-10,10:06:00,3.33,3.19,3.59,19506,10:08:00,3.18,stop,-2947.45,-4.54,6,0.1415,0.2625,2.50,2761.07,10.14,21.67,3,32841,643,0.3000,3.19,3.29,3.31,3.31,3.22,3.30,6467,3.40,3.79,2.91,3.25,926099,30.14,325117,2.85,,16174960,36,2,6.08,0.59,False,0.11,3,10.14,7.11,2.00,2.00,0.00,0.00,0.30,0.30,0.20,2.000,1.688,0.20,0.00,17.87
LFMD,2026-03-11,09:39:00,4.62,4.46,4.97,27000,09:40:00,4.45,stop,-4762.26,-3.82,6,0.1630,0.3500,2.50,4401.00,16.48,24.43,2,104785,70495,0.6550,4.47,4.60,4.55,4.60,4.48,4.48,25319,4.02,4.63,3.98,4.06,2958177,16.48,1146089,2.58,,39758803,9,1,4.38,2.81,False,0.09,2,16.48,4.35,2.00,1.80,0.00,0.30,0.00,0.30,0.20,2.000,1.623,0.20,0.00,21.84
SHMD,2026-03-11,10:02:00,7.29,7.11,7.54,15000,10:08:00,7.09,stop,-2963.70,-2.71,9,0.1762,0.2535,2.50,2643.75,4.12,28.07,3,13096,9786,0.2850,7.12,7.21,7.25,7.30,7.19,7.22,21823,6.88,7.31,6.36,6.87,2441127,14.94,793210,3.08,,15530464,32,3,5.76,10.79,False,0.09,2,4.12,6.59,1.70,1.00,0.00,0.00,0.00,0.30,0.20,1.700,1.623,0.20,0.00,24.84
